date,code,side,price_open,price_close,qty,p,f*
20250721,091340,INTRADAY_OC,2795.0,2785.0,324,,
20250721,052330,INTRADAY_OC,9820.0,9750.0,92,,
20250721,003570,INTRADAY_OC,52400.0,52100.0,17,,
20250721,012450,INTRADAY_OC,891000.0,919000.0,1,,
20250722,104040,INTRADAY_OC,1175.0,1187.0,772,,
20250722,032750,INTRADAY_OC,4795.0,4725.0,189,,
20250722,009580,INTRADAY_OC,2855.0,2810.0,318,,
20250722,010040,INTRADAY_OC,2410.0,2420.0,376,,
20250722,054780,INTRADAY_OC,4515.0,4430.0,201,,
20250722,086980,INTRADAY_OC,2850.0,2810.0,318,,
20250722,018470,INTRADAY_OC,1580.0,1560.0,574,,
20250722,091340,INTRADAY_OC,2785.0,2720.0,326,,
20250722,052330,INTRADAY_OC,9870.0,9810.0,91,,
20250722,003570,INTRADAY_OC,52400.0,51600.0,17,,
20250723,104040,INTRADAY_OC,1202.0,1165.0,754,,
20250723,032750,INTRADAY_OC,4725.0,4760.0,191,,
20250723,009580,INTRADAY_OC,2785.0,2815.0,325,,
20250723,010040,INTRADAY_OC,2420.0,2410.0,374,,
20250723,054780,INTRADAY_OC,4430.0,4405.0,204,,
20250723,086980,INTRADAY_OC,2835.0,2845.0,319,,
20250723,018470,INTRADAY_OC,1561.0,1549.0,580,,
20250723,091340,INTRADAY_OC,2725.0,2745.0,332,,
20250723,052330,INTRADAY_OC,9810.0,9820.0,92,,
20250723,003570,INTRADAY_OC,51200.0,50800.0,17,,
20250724,104040,INTRADAY_OC,1155.0,1141.0,784,,
20250724,032750,INTRADAY_OC,4775.0,4640.0,189,,
20250724,009580,INTRADAY_OC,2815.0,2800.0,322,,
20250724,010040,INTRADAY_OC,2385.0,2355.0,380,,
20250724,054780,INTRADAY_OC,4405.0,4335.0,205,,
20250724,086980,INTRADAY_OC,2810.0,2810.0,322,,
20250724,018470,INTRADAY_OC,1549.0,1526.0,585,,
20250724,091340,INTRADAY_OC,2790.0,2700.0,324,,
20250724,052330,INTRADAY_OC,9830.0,9720.0,92,,
20250724,003570,INTRADAY_OC,53000.0,53000.0,17,,
20250725,104040,INTRADAY_OC,1137.0,1150.0,796,,
20250725,032750,INTRADAY_OC,4605.0,4635.0,196,,
20250725,009580,INTRADAY_OC,2800.0,2760.0,323,,
20250725,010040,INTRADAY_OC,2350.0,2355.0,385,,
20250725,054780,INTRADAY_OC,4380.0,4290.0,206,,
20250725,086980,INTRADAY_OC,2810.0,2770.0,322,,
20250725,018470,INTRADAY_OC,1545.0,1529.0,585,,
20250725,091340,INTRADAY_OC,2690.0,2650.0,336,,
20250725,052330,INTRADAY_OC,9720.0,9820.0,93,,
20250725,003570,INTRADAY_OC,53100.0,52300.0,17,,
