거래시간,종목코드,현재가,상승확률(%),기대수익,예상손실,손익비,주문수량,주문종류,주문결과,상증확률(%)
2025-08-04 14:07:06.046354,4800.0,83300.0,,8239.5,2438.83,1.89,1.0,매수,모의투자 매수주문이 완료 되었습니다.,93.0
2025-08-04 14:17:21.014198,78340.0,38450.0,,378.4,1921.04,1.77,1.0,매수,모의투자 매수주문이 완료 되었습니다.,61.0
2025-08-04 14:27:35.998615,78340.0,38500.0,,434.72,2096.31,1.38,1.0,매도,모의투자 매도주문이 완료 되었습니다.,71.0
2025-08-04 14:37:50.953330,4800.0,83600.0,,7759.48,2650.53,1.99,1.0,매도,모의투자 매도주문이 완료 되었습니다.,95.0
2025-08-04 14:48:05.895742,78340.0,38400.0,,342.07,2161.94,1.93,1.0,매수,모의투자 매수주문이 완료 되었습니다.,61.0
2025-08-04 15:28:54.654292,78340.0,38500.0,,385.05,2098.96,1.49,1.0,매도,모의투자 매도주문이 완료 되었습니다.,71.0
2025-08-04 15:39:09.664793,78340.0,38400.0,,390.48,2026.49,1.78,1.0,매수,모의투자 장종료 입니다.,69.0
2025-08-04 15:49:24.587638,78340.0,38400.0,,407.95,1936.08,2.05,1.0,매수,모의투자 장종료 입니다.,71.0
2025-08-04 15:59:39.511690,78340.0,38400.0,,392.31,2002.57,2.16,1.0,매수,모의투자 장종료 입니다.,64.0
2025-08-04 16:09:54.418802,78340.0,38400.0,,297.23,2100.5,1.58,1.0,매수,모의투자 장종료 입니다.,68.0
2025-08-04 16:20:09.330315,78340.0,38400.0,,350.39,2140.91,1.82,1.0,매수,모의투자 장종료 입니다.,65.0
2025-08-04 16:30:24.253454,78340.0,38400.0,,332.94,2178.48,1.64,1.0,매수,모의투자 장종료 입니다.,64.0
2025-08-04 16:40:39.250099,78340.0,38400.0,,307.31,2233.76,1.27,1.0,매수,모의투자 장종료 입니다.,61.0
2025-08-04 16:50:54.142642,78340.0,38400.0,,331.38,2075.0,1.96,1.0,매수,모의투자 장종료 입니다.,62.0
2025-08-04 17:01:09.059992,78340.0,38400.0,,290.26,2250.65,1.52,1.0,매수,모의투자 장종료 입니다.,54.0
2025-08-04 17:11:24.015222,78340.0,38400.0,,354.48,2221.4,2.29,1.0,매수,모의투자 장종료 입니다.,59.0
2025-08-04 17:21:38.929159,78340.0,38400.0,,245.4,2289.89,1.4,1.0,매수,모의투자 장종료 입니다.,52.0
2025-08-04 17:31:53.877860,78340.0,38400.0,,366.96,2049.23,1.79,1.0,매수,모의투자 장종료 입니다.,68.0
2025-08-04 17:42:08.826075,78340.0,38400.0,,425.37,1853.97,1.89,1.0,매수,모의투자 장종료 입니다.,72.0
2025-08-04 17:52:23.752649,78340.0,38400.0,,315.71,2103.64,1.75,1.0,매수,모의투자 장종료 입니다.,61.0
2025-08-04 18:02:42.319466,78340.0,38400.0,,287.39,2220.19,1.4,1.0,매수,모의투자 장종료 입니다.,66.0
2025-08-04 18:13:02.648992,78340.0,38400.0,,268.96,2082.42,1.68,1.0,매수,모의투자 장종료 입니다.,64.0
2025-08-04 18:23:18.860573,78340.0,38400.0,,331.37,2184.75,2.38,1.0,매수,모의투자 장종료 입니다.,61.0
2025-08-05 11:15:02.130206,41960.0,5300.0,,307.38,239.94,2.71,1886.0,매수,모의투자 매수주문이 완료 되었습니다.,87.0
2025-08-05 11:15:05.901086,12450.0,967000.0,,88086.51,32454.97,2.71,10.0,매수,모의투자 매수주문이 완료 되었습니다.,93.0
2025-08-05 11:25:17.207951,41960.0,5280.0,,324.89,215.22,2.15,7.0,매수,모의투자 매수주문이 완료 되었습니다.,87.0
2025-08-05 11:45:36.168297,41960.0,5270.0,,294.65,222.69,1.98,4.0,매수,모의투자 매수주문이 완료 되었습니다.,80.0
2025-08-05 11:55:47.466429,41960.0,5240.0,,344.16,242.75,2.24,11.0,매수,모의투자 매수주문이 완료 되었습니다.,81.0
2025-08-05 12:05:58.720144,41960.0,5220.0,,248.74,281.83,1.71,7.0,매수,모의투자 매수주문이 완료 되었습니다.,80.0
2025-08-05 12:26:17.525127,41960.0,5240.0,,231.25,254.43,2.13,7.0,매도,모의투자 매도주문이 완료 되었습니다.,74.0
2025-08-05 12:36:28.841067,41960.0,5270.0,,329.62,190.6,2.32,11.0,매도,모의투자 매도주문이 완료 되었습니다.,85.0
2025-08-05 12:46:40.126005,41960.0,5240.0,,276.2,241.01,2.18,11.0,매수,모의투자 매수주문이 완료 되었습니다.,80.0
2025-08-05 12:56:51.310060,41960.0,5260.0,,282.72,248.45,2.14,7.0,매도,모의투자 매도주문이 완료 되었습니다.,79.0
2025-08-05 13:07:02.520337,41960.0,5270.0,,263.57,271.66,2.18,4.0,매도,모의투자 매도주문이 완료 되었습니다.,80.0
2025-08-05 13:27:21.306745,41960.0,5280.0,,278.02,261.95,2.5,4.0,매도,모의투자 매도주문이 완료 되었습니다.,75.0
2025-08-05 13:37:32.613548,41960.0,5260.0,,291.02,210.27,2.44,8.0,매수,모의투자 매수주문이 완료 되었습니다.,82.0
2025-08-05 13:47:43.882811,41960.0,5270.0,,235.37,265.87,1.92,4.0,매도,모의투자 매도주문이 완료 되었습니다.,73.0
2025-08-05 14:08:02.631372,41960.0,5260.0,,296.28,251.86,1.88,4.0,매수,모의투자 매수주문이 완료 되었습니다.,82.0
2025-08-05 14:18:13.926639,41960.0,5300.0,,313.58,213.73,1.9,15.0,매도,모의투자 매도주문이 완료 되었습니다.,87.0
2025-08-05 14:58:47.996580,41960.0,5290.0,,360.66,224.34,1.9,4.0,매수,모의투자 매수주문이 완료 되었습니다.,85.0
2025-08-05 15:39:22.155778,41960.0,5260.0,,331.36,214.87,1.59,11.0,매수,모의투자 장종료 입니다.,82.0
2025-08-05 15:49:33.332121,41960.0,5260.0,,285.68,252.16,3.36,11.0,매수,모의투자 장종료 입니다.,77.0
2025-08-05 15:59:44.548029,41960.0,5260.0,,290.81,271.52,2.05,11.0,매수,모의투자 장종료 입니다.,74.0
2025-08-05 16:09:55.779043,41960.0,5260.0,,267.74,220.01,2.83,11.0,매수,모의투자 장종료 입니다.,86.0
2025-08-05 16:20:07.004947,41960.0,5260.0,,283.69,247.04,2.2,11.0,매수,모의투자 장종료 입니다.,71.0
2025-08-05 16:30:18.252391,41960.0,5260.0,,297.31,218.01,2.47,11.0,매수,모의투자 장종료 입니다.,86.0
2025-08-05 16:40:29.448286,41960.0,5260.0,,263.16,254.23,2.67,11.0,매수,모의투자 장종료 입니다.,77.0
2025-08-05 16:50:40.681413,41960.0,5260.0,,289.03,245.94,1.89,11.0,매수,모의투자 장종료 입니다.,81.0
2025-08-05 17:00:51.893329,41960.0,5260.0,,305.59,270.19,1.54,11.0,매수,모의투자 장종료 입니다.,82.0
2025-08-06 10:42:35.231112,220.0,4430.0,,71.66,119.98,0.55,2257.0,매수,모의투자 매수주문이 완료 되었습니다.,77.0
2025-08-06 10:42:38.966349,23960.0,1255.0,,30.5,100.0,0.55,7968.0,매수,모의투자 매수주문이 완료 되었습니다.,67.0
2025-08-06 10:42:42.684241,104040.0,1085.0,,58.45,100.0,0.55,9216.0,매수,모의투자 주문가능금액이 부족합니다.,76.0
2025-08-06 10:42:46.435642,27830.0,1800.0,,44.25,100.0,0.55,5555.0,매수,모의투자 주문가능금액이 부족합니다.,75.0
2025-08-06 10:42:50.186491,26150.0,7180.0,,147.83,281.51,0.55,1392.0,매수,모의투자 주문가능금액이 부족합니다.,78.0
2025-08-06 10:42:53.922848,73540.0,1810.0,,42.23,100.0,0.55,5524.0,매수,모의투자 주문가능금액이 부족합니다.,78.0
2025-08-06 10:42:57.644731,54940.0,715.0,,4.11,100.0,0.55,13986.0,매수,모의투자 주문처리가 안되었습니다(매매불가 종목),70.0
2025-08-06 10:43:01.382241,63160.0,22750.0,,970.03,596.16,0.55,439.0,매수,모의투자 주문가능금액이 부족합니다.,83.0
2025-08-06 11:12:19.863929,220.0,4430.0,,81.14,108.96,0.7,2257.0,매수,모의투자 주문가능금액이 부족합니다.,78.0
2025-08-06 11:12:23.598554,23960.0,1255.0,,32.67,100.0,0.7,7968.0,매수,모의투자 주문가능금액이 부족합니다.,70.0
2025-08-06 11:12:27.339245,104040.0,1090.0,,61.96,100.0,0.7,9174.0,매수,모의투자 주문가능금액이 부족합니다.,76.0
2025-08-06 11:12:31.081440,27830.0,1800.0,,38.26,100.0,0.7,5555.0,매수,모의투자 주문가능금액이 부족합니다.,76.0
2025-08-06 11:12:34.791094,26150.0,7190.0,,145.86,249.58,0.7,1390.0,매수,모의투자 주문가능금액이 부족합니다.,75.0
2025-08-06 11:12:38.519922,73540.0,1820.0,,46.44,100.0,0.7,5494.0,매수,모의투자 주문가능금액이 부족합니다.,84.0
2025-08-07 14:03:51.493749,220.0,4405.0,,67.49,124.36,1.07,2270.0,매수,모의투자 주문가능금액이 부족합니다.,78.0
2025-08-07 14:03:55.349254,104040.0,1095.0,,67.9,100.0,1.07,9132.0,매수,모의투자 주문가능금액이 부족합니다.,77.0
2025-08-08 11:57:41.319292,104040.0,1110.0,,74.88,100.0,1.18,9009.0,매수,모의투자 주문가능금액이 부족합니다.,85.0
2025-08-08 11:57:45.145159,32750.0,4570.0,,94.96,100.0,1.18,2188.0,매수,모의투자 주문가능금액이 부족합니다.,86.0
2025-08-08 11:57:48.897401,9580.0,2765.0,,63.42,100.0,1.18,3616.0,매수,모의투자 주문가능금액이 부족합니다.,90.0
2025-08-08 12:11:32.522657,210.0,45950.0,,0.0,0.0,0.0,198.0,매도,모의투자 매도주문이 완료 되었습니다.,0.0
2025-08-08 12:11:38.825400,220.0,4450.0,,0.0,0.0,0.0,2257.0,매도,모의투자 매도주문이 완료 되었습니다.,0.0
2025-08-08 12:11:45.167432,660.0,260500.0,,0.0,0.0,0.0,1.0,매도,모의투자 매도주문이 완료 되었습니다.,0.0
2025-08-08 12:11:51.502034,3230.0,1433000.0,,0.0,0.0,0.0,7.0,매도,모의투자 매도주문이 완료 되었습니다.,0.0
2025-08-08 12:11:57.858111,4800.0,86300.0,,0.0,0.0,0.0,119.0,매도,모의투자 매도주문이 완료 되었습니다.,0.0
2025-08-08 12:12:04.155857,6360.0,19500.0,,0.0,0.0,0.0,514.0,매도,모의투자 매도주문이 완료 되었습니다.,0.0
2025-08-08 12:12:10.510946,23960.0,1300.0,,0.0,0.0,0.0,3941.0,매도,모의투자 매도주문이 완료 되었습니다.,0.0
2025-08-08 12:12:16.904495,41960.0,5480.0,,0.0,0.0,0.0,1890.0,매도,모의투자 매도주문이 완료 되었습니다.,0.0
2025-08-08 12:12:23.225380,78340.0,39050.0,,0.0,0.0,0.0,261.0,매도,모의투자 매도주문이 완료 되었습니다.,0.0
2025-08-08 12:12:44.598269,104040.0,1110.0,,68.55,100.0,1.06,9009.0,매수,모의투자 매수주문이 완료 되었습니다.,81.0
2025-08-08 12:12:48.360844,32750.0,4580.0,,92.75,100.0,1.06,2183.0,매수,모의투자 매수주문이 완료 되었습니다.,84.0
2025-08-08 12:12:52.161845,9580.0,2770.0,,66.22,100.0,1.06,3610.0,매수,모의투자 주문가능금액이 부족합니다.,80.0
2025-08-08 12:35:27.326752,220.0,4450.0,,0.0,0.0,0.0,1960.0,매도,모의투자 잔고내역이 없습니다.,0.0
2025-08-08 12:36:11.471006,12450.0,888000.0,,64603.75,37839.76,0.61,9.0,매도,모의투자 매도주문이 완료 되었습니다.,91.0
2025-08-08 12:36:15.266251,3570.0,52600.0,,5524.4,3426.61,0.61,190.0,매수,모의투자 매수주문이 완료 되었습니다.,85.0
2025-08-08 12:36:19.012563,52330.0,9400.0,,500.39,329.88,0.61,1063.0,매수,모의투자 매수주문이 완료 되었습니다.,89.0
2025-08-08 12:36:22.763526,54780.0,4345.0,,145.32,132.85,0.61,2301.0,매수,모의투자 매수주문이 완료 되었습니다.,79.0
2025-08-08 12:36:26.519538,104040.0,1110.0,,88.0,100.0,0.61,9009.0,매수,모의투자 매수주문이 완료 되었습니다.,84.0
2025-08-08 12:36:30.285296,32750.0,4510.0,,80.21,100.0,0.61,1041.0,매수,모의투자 매수주문이 완료 되었습니다.,76.0
2025-08-08 12:36:34.041238,9580.0,2780.0,,68.38,100.0,0.61,3597.0,매수,모의투자 매수주문이 완료 되었습니다.,82.0
2025-08-08 12:36:37.812200,18470.0,1545.0,,64.71,100.0,0.61,6472.0,매수,모의투자 주문가능금액이 부족합니다.,82.0
2025-08-08 12:36:41.571898,86980.0,2800.0,,49.75,100.0,0.61,3571.0,매수,모의투자 주문가능금액이 부족합니다.,77.0
2025-08-08 12:36:45.316552,10040.0,2325.0,,41.75,100.0,0.61,4301.0,매수,모의투자 주문가능금액이 부족합니다.,76.0
2025-08-08 14:24:31.382615,000220,4420.0,,0.0,0.0,0.0,1829.0,매도,모의투자 잔고내역이 없습니다.,0.0
